Age,Gender,Department,JobRole,MaritalStatus,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,JobInvolvement,EnvironmentSatisfaction,OverTime,BusinessTravel,DistanceFromHome,NumCompaniesWorked,TrainingTimesLastYear,StockOptionLevel,PerformanceRating,Education,Attrition
18,Male,Research & Development,Sales Executive,Married,5368,3,4,4,3,4,No,Travel_Rarely,19,5,2,3,3,5,No
30,Male,Sales,Human Resources,Married,11647,1,4,1,1,1,No,Travel_Frequently,11,7,1,2,3,5,Yes
21,Male,Research & Development,Manager,Married,15935,3,3,2,3,4,Yes,Travel_Frequently,5,0,4,2,3,3,No
18,Female,Sales,Human Resources,Married,19574,5,4,3,2,4,No,Travel_Rarely,29,1,0,1,3,2,No
57,Male,Research & Development,Manager,Married,3542,5,4,2,1,2,Yes,Travel_Rarely,24,1,5,0,3,5,No
49,Male,Sales,Research Scientist,Single,2419,4,1,3,1,4,No,Travel_Rarely,10,5,6,2,3,1,No
51,Male,Research & Development,Sales Executive,Married,19458,3,4,1,1,1,No,Travel_Frequently,24,6,4,3,3,5,No
45,Male,Research & Development,Research Director,Married,19140,5,1,2,1,1,No,Travel_Frequently,27,1,4,0,3,1,No
48,Male,Human Resources,Laboratory Technician,Married,3739,4,3,1,1,2,No,Travel_Rarely,23,4,4,3,3,2,No
25,Male,Research & Development,Sales Executive,Divorced,17801,5,1,3,1,3,Yes,Travel_Rarely,8,5,2,3,3,3,No
56,Male,Research & Development,Research Director,Single,2768,9,2,3,1,1,No,Travel_Rarely,13,3,1,2,4,4,No
43,Female,Research & Development,Sales Executive,Married,16646,3,2,3,3,4,No,Travel_Frequently,29,0,5,2,3,4,Yes
51,Female,Research & Development,Research Director,Married,2081,6,1,3,4,1,No,Travel_Frequently,5,2,2,1,3,1,No
20,Male,Research & Development,Sales Executive,Divorced,17160,3,2,4,2,1,Yes,Travel_Rarely,26,9,0,3,3,5,Yes
29,Male,Sales,Human Resources,Divorced,8062,8,3,3,2,1,No,Travel_Rarely,26,8,6,2,3,5,No
18,Male,Research & Development,Human Resources,Married,2858,5,2,2,3,3,No,Travel_Rarely,27,5,6,1,3,1,No
22,Female,Research & Development,Human Resources,Single,12524,5,1,3,3,4,No,Travel_Frequently,12,1,5,0,3,2,No
47,Male,Sales,Laboratory Technician,Married,6978,3,3,1,1,2,Yes,Travel_Rarely,27,8,6,1,3,1,Yes
47,Female,Sales,Manufacturing Director,Married,8780,5,2,4,4,1,No,Travel_Rarely,13,3,6,1,3,2,No
34,Male,Research & Development,Healthcare Representative,Divorced,11000,2,3,2,1,4,No,Travel_Frequently,22,7,4,3,3,3,No
40,Male,Research & Development,Manager,Married,3029,4,1,4,3,4,No,Travel_Rarely,8,9,3,0,3,3,No
32,Female,Sales,Human Resources,Single,10267,8,2,4,1,2,Yes,Travel_Frequently,15,6,0,3,3,1,Yes
54,Male,Human Resources,Manufacturing Director,Married,4089,4,3,4,2,1,No,Travel_Rarely,13,2,1,3,3,3,No
38,Male,Human Resources,Manager,Married,3039,6,3,1,2,3,No,Travel_Rarely,1,7,0,1,3,5,No
31,Male,Sales,Sales Executive,Married,7170,8,2,4,1,4,No,Non-Travel,22,3,2,1,3,2,No
19,Male,Sales,Research Scientist,Single,17970,2,3,4,4,2,Yes,Travel_Rarely,6,1,6,2,3,4,Yes
28,Female,Research & Development,Research Director,Single,1925,3,3,3,1,3,Yes,Travel_Rarely,11,4,3,1,3,4,Yes
56,Female,Human Resources,Manufacturing Director,Divorced,14304,7,1,1,1,4,No,Travel_Rarely,13,0,2,2,3,3,No
55,Male,Research & Development,Sales Representative,Single,17198,4,1,2,4,1,No,Travel_Rarely,21,7,5,3,4,2,No
51,Male,Research & Development,Manufacturing Director,Married,8438,8,1,2,4,4,No,Travel_Rarely,20,7,4,1,3,5,No
55,Male,Sales,Human Resources,Married,8370,4,1,2,4,3,Yes,Travel_Frequently,1,2,6,0,3,4,Yes
51,Female,Research & Development,Human Resources,Married,5049,4,1,1,2,3,No,Non-Travel,11,0,4,0,3,5,No
35,Male,Research & Development,Manufacturing Director,Single,10910,4,1,2,1,1,No,Travel_Frequently,26,3,0,3,3,5,Yes
47,Male,Research & Development,Research Director,Single,9395,6,2,1,3,1,No,Travel_Rarely,11,8,4,3,3,4,No
32,Male,Research & Development,Manager,Married,15405,7,1,3,4,2,No,Travel_Frequently,8,8,4,1,4,4,No
44,Male,Sales,Sales Executive,Single,13915,2,3,3,4,1,No,Travel_Frequently,22,0,5,2,3,3,No
51,Female,Research & Development,Sales Representative,Married,8094,5,2,1,1,2,No,Travel_Rarely,3,6,1,1,3,2,No
55,Female,Sales,Sales Executive,Single,7557,5,3,2,3,3,No,Travel_Rarely,28,5,1,2,3,1,No
50,Male,Sales,Laboratory Technician,Married,14395,5,1,1,1,3,Yes,Travel_Rarely,19,6,2,1,3,2,Yes
41,Female,Research & Development,Research Director,Divorced,3769,4,1,1,1,4,Yes,Travel_Frequently,12,6,6,0,4,1,Yes
32,Male,Sales,Human Resources,Single,12785,6,3,4,4,4,No,Travel_Rarely,6,7,2,0,3,4,No
47,Male,Research & Development,Laboratory Technician,Single,19075,4,3,1,4,2,No,Travel_Frequently,28,7,1,2,4,5,Yes
59,Male,Sales,Sales Executive,Divorced,6270,5,3,4,2,1,Yes,Travel_Rarely,23,9,0,1,3,2,Yes
34,Male,Sales,Sales Executive,Married,12025,4,4,3,3,1,Yes,Non-Travel,8,1,1,3,3,5,No
22,Female,Research & Development,Sales Representative,Single,11356,3,4,4,3,4,No,Travel_Rarely,5,3,2,2,3,2,No
46,Female,Sales,Healthcare Representative,Married,11006,3,4,1,4,3,No,Travel_Rarely,10,3,3,0,3,2,No
21,Male,Sales,Sales Executive,Single,11791,4,4,3,4,2,No,Travel_Rarely,22,9,6,2,4,5,No
27,Male,Research & Development,Manager,Single,9319,3,2,4,4,3,No,Travel_Rarely,16,7,4,1,3,3,Yes
34,Male,Sales,Manager,Divorced,15469,7,1,1,3,3,No,Travel_Frequently,12,2,5,3,3,4,No
27,Female,Sales,Manufacturing Director,Married,6412,7,3,3,2,1,No,Non-Travel,17,2,3,3,3,3,No
34,Female,Research & Development,Sales Representative,Married,14173,6,1,4,3,2,Yes,Travel_Rarely,6,1,3,2,4,3,Yes
37,Male,Sales,Sales Representative,Single,19382,5,3,1,4,3,No,Travel_Rarely,9,0,4,1,4,2,No
41,Female,Research & Development,Human Resources,Single,17352,4,1,1,4,4,No,Travel_Rarely,10,7,1,1,3,4,No
22,Female,Sales,Sales Executive,Divorced,16446,4,2,2,2,4,Yes,Travel_Rarely,20,8,6,3,3,2,Yes
51,Male,Sales,Healthcare Representative,Single,7038,7,4,2,1,1,No,Travel_Rarely,14,8,0,0,3,1,No
23,Male,Research & Development,Laboratory Technician,Married,17377,6,1,4,1,4,No,Travel_Frequently,14,7,3,1,3,2,No
19,Female,Human Resources,Sales Representative,Single,17304,3,3,4,3,4,No,Non-Travel,26,4,0,3,3,5,No
30,Male,Sales,Manufacturing Director,Married,5519,4,1,4,1,3,No,Travel_Rarely,29,0,5,3,3,2,No
60,Male,Research & Development,Manufacturing Director,Single,2102,4,2,1,1,4,No,Travel_Rarely,17,8,5,1,3,1,Yes
60,Male,Sales,Sales Executive,Single,13944,4,2,4,3,4,No,Travel_Rarely,27,5,5,1,3,2,No
28,Male,Sales,Sales Executive,Divorced,19170,7,1,1,4,3,No,Travel_Rarely,25,6,2,2,3,1,No
40,Female,Human Resources,Research Scientist,Married,11855,6,4,4,1,1,Yes,Travel_Rarely,16,7,3,0,3,4,No
33,Male,Sales,Research Scientist,Single,6240,7,3,1,4,1,No,Travel_Rarely,4,4,5,2,4,2,No
48,Male,Research & Development,Sales Executive,Married,4872,3,2,1,3,2,No,Travel_Rarely,2,5,2,2,3,1,Yes
28,Male,Sales,Research Director,Single,15398,5,2,2,4,4,Yes,Travel_Rarely,16,6,5,3,3,4,Yes
33,Female,Research & Development,Manager,Married,16087,5,1,3,4,3,Yes,Travel_Rarely,1,6,1,3,3,5,Yes
25,Male,Research & Development,Manager,Married,15765,4,2,1,3,2,No,Travel_Rarely,3,1,3,0,3,3,Yes
21,Male,Research & Development,Human Resources,Single,11319,5,2,4,4,1,No,Travel_Rarely,23,0,2,2,3,1,Yes
57,Male,Sales,Healthcare Representative,Married,15180,2,3,2,1,1,Yes,Non-Travel,11,7,5,2,3,5,No
21,Female,Research & Development,Manufacturing Director,Married,13665,6,4,4,1,3,Yes,Travel_Frequently,16,4,6,3,3,4,No
42,Female,Research & Development,Manager,Divorced,9925,2,3,4,1,2,No,Travel_Frequently,26,9,2,3,3,5,No
20,Female,Research & Development,Research Director,Married,5091,3,4,1,1,2,Yes,Travel_Rarely,18,1,5,1,3,2,No
49,Male,Research & Development,Sales Executive,Single,5833,3,3,1,4,3,No,Travel_Rarely,15,2,1,2,3,3,No
20,Female,Research & Development,Sales Representative,Married,6905,5,1,3,1,3,No,Travel_Rarely,9,5,0,0,3,1,Yes
44,Male,Research & Development,Research Director,Married,18887,0,2,1,4,2,No,Travel_Rarely,12,9,5,2,3,4,No
46,Female,Research & Development,Human Resources,Married,9933,9,4,1,2,1,No,Travel_Frequently,29,5,0,3,3,3,No
49,Male,Research & Development,Research Director,Married,18758,4,1,3,4,4,Yes,Travel_Rarely,27,7,3,1,3,4,Yes
36,Female,Research & Development,Sales Representative,Married,7504,2,2,4,1,1,No,Travel_Rarely,18,4,1,2,4,5,No
38,Male,Sales,Laboratory Technician,Single,9648,5,2,3,2,3,Yes,Travel_Rarely,5,4,6,0,3,4,Yes
22,Female,Research & Development,Research Scientist,Single,14775,3,2,3,3,2,No,Travel_Rarely,24,6,3,3,3,4,No
35,Female,Human Resources,Laboratory Technician,Married,8724,2,3,3,4,2,No,Non-Travel,29,9,6,1,4,5,No
45,Male,Research & Development,Manufacturing Director,Single,2288,5,1,2,1,4,Yes,Travel_Rarely,29,4,0,2,3,5,No
59,Female,Sales,Manufacturing Director,Divorced,8914,5,1,4,1,2,No,Travel_Rarely,28,8,1,0,4,3,Yes
39,Male,Research & Development,Manager,Married,17540,3,2,2,1,4,No,Travel_Rarely,26,5,4,3,3,1,Yes
38,Female,Research & Development,Sales Representative,Divorced,4973,4,4,2,3,1,No,Non-Travel,8,6,1,0,3,5,No
23,Female,Human Resources,Manufacturing Director,Divorced,3467,2,1,1,2,1,No,Travel_Rarely,3,7,1,2,3,3,Yes
18,Female,Human Resources,Manager,Married,5914,9,3,3,2,2,No,Travel_Rarely,2,4,6,3,3,4,No
22,Male,Research & Development,Human Resources,Single,5353,13,4,3,1,2,No,Travel_Rarely,25,3,4,2,4,4,No
58,Male,Research & Development,Manager,Divorced,9561,4,4,2,4,3,No,Travel_Frequently,19,7,2,1,3,2,No
29,Female,Sales,Laboratory Technician,Single,2800,3,4,1,1,3,No,Travel_Rarely,8,9,2,2,3,5,Yes
43,Female,Sales,Sales Executive,Single,17438,9,4,1,1,2,No,Travel_Rarely,2,8,2,1,3,3,Yes
51,Male,Sales,Healthcare Representative,Married,19572,2,1,1,4,2,Yes,Non-Travel,19,0,0,2,3,3,Yes
31,Male,Sales,Laboratory Technician,Single,7250,4,2,4,1,1,No,Non-Travel,1,2,1,0,3,1,No
43,Male,Research & Development,Research Director,Single,5512,7,4,2,3,2,No,Travel_Rarely,27,3,5,0,3,3,No
44,Female,Research & Development,Sales Executive,Single,3167,3,3,4,1,3,No,Travel_Frequently,22,6,4,3,3,5,No
26,Female,Research & Development,Research Scientist,Single,9989,4,3,1,3,1,No,Travel_Rarely,13,5,5,0,3,3,No
43,Male,Human Resources,Laboratory Technician,Married,10813,7,2,1,1,4,No,Travel_Frequently,23,9,0,0,3,2,No
39,Male,Human Resources,Laboratory Technician,Single,18638,3,1,1,2,3,No,Travel_Rarely,20,9,4,1,3,4,Yes
47,Male,Research & Development,Research Director,Married,5526,8,2,3,4,3,No,Travel_Rarely,17,0,5,0,4,4,No
60,Male,Research & Development,Healthcare Representative,Divorced,6606,6,4,2,2,1,Yes,Non-Travel,3,3,6,1,3,3,No
34,Female,Sales,Research Director,Married,3990,6,1,3,1,4,Yes,Travel_Frequently,9,5,0,1,3,3,Yes
43,Male,Research & Development,Manager,Married,10908,8,1,4,1,3,No,Travel_Rarely,5,2,0,1,3,3,No
53,Female,Sales,Research Scientist,Divorced,13978,3,4,3,3,2,No,Travel_Frequently,6,1,0,2,3,3,No
18,Female,Research & Development,Manufacturing Director,Single,4675,6,3,2,1,3,No,Travel_Rarely,4,1,4,1,3,2,No
25,Male,Human Resources,Human Resources,Married,7392,5,4,3,1,1,Yes,Travel_Frequently,17,9,5,2,3,5,No
52,Male,Research & Development,Manufacturing Director,Divorced,19624,8,2,1,1,1,Yes,Travel_Rarely,21,3,5,1,3,2,Yes
32,Female,Sales,Healthcare Representative,Divorced,14392,10,4,4,2,1,Yes,Travel_Rarely,21,0,3,2,3,2,No
39,Male,Research & Development,Healthcare Representative,Married,10727,2,3,4,3,3,No,Travel_Rarely,21,9,0,3,3,2,No
31,Female,Research & Development,Research Director,Single,16237,4,4,1,2,4,No,Travel_Rarely,16,1,2,3,3,4,No
43,Male,Sales,Manager,Divorced,13330,6,2,1,3,2,Yes,Travel_Rarely,16,9,1,2,3,2,Yes
45,Female,Sales,Sales Representative,Single,8810,4,2,1,2,1,No,Travel_Rarely,22,1,6,3,3,3,Yes
40,Male,Human Resources,Manager,Married,13007,6,3,2,1,4,No,Travel_Rarely,11,3,6,0,3,2,No
31,Male,Sales,Healthcare Representative,Married,4789,4,2,3,2,2,Yes,Travel_Frequently,2,3,3,1,3,3,Yes
41,Male,Research & Development,Healthcare Representative,Married,13840,7,2,4,2,1,No,Travel_Rarely,17,0,3,2,3,5,No
19,Female,Research & Development,Laboratory Technician,Married,11018,5,4,3,3,2,No,Travel_Rarely,15,6,4,3,3,4,No
43,Female,Research & Development,Sales Representative,Married,8271,1,1,1,3,2,Yes,Travel_Rarely,18,6,3,3,4,5,Yes
31,Male,Sales,Healthcare Representative,Married,4663,4,2,1,2,4,Yes,Travel_Rarely,29,9,5,0,3,5,Yes
24,Male,Research & Development,Sales Representative,Single,12493,12,2,3,3,2,No,Travel_Rarely,10,9,4,1,3,4,No
20,Male,Research & Development,Research Scientist,Married,2977,10,3,4,3,1,No,Travel_Rarely,6,9,4,0,3,3,No
40,Male,Sales,Human Resources,Married,6560,4,3,2,3,4,No,Travel_Rarely,21,0,6,2,3,3,No
60,Female,Sales,Research Director,Married,1811,3,4,3,4,3,No,Travel_Rarely,16,7,6,3,4,3,No
35,Male,Sales,Healthcare Representative,Divorced,18153,6,4,1,3,3,Yes,Travel_Rarely,5,9,2,3,3,4,No
55,Female,Research & Development,Research Scientist,Married,13356,6,2,1,4,4,No,Travel_Rarely,12,6,0,3,3,2,No
52,Female,Research & Development,Manager,Married,13363,5,1,2,4,3,No,Travel_Frequently,28,6,3,0,3,1,Yes
32,Male,Sales,Research Director,Single,15851,2,1,3,3,2,No,Travel_Rarely,6,5,0,0,4,2,Yes
42,Female,Research & Development,Sales Representative,Married,12822,9,4,2,2,1,No,Non-Travel,14,3,0,1,3,2,No
54,Male,Research & Development,Research Director,Divorced,10034,6,3,2,3,2,No,Travel_Rarely,26,7,0,2,3,5,No
45,Male,Research & Development,Manufacturing Director,Married,17973,4,2,4,1,4,No,Non-Travel,23,1,4,1,3,1,Yes
27,Female,Research & Development,Laboratory Technician,Married,14978,6,2,4,2,1,No,Travel_Rarely,16,6,0,1,3,3,Yes
56,Male,Sales,Sales Representative,Single,8370,8,1,1,4,4,No,Travel_Rarely,25,2,3,3,3,2,No
34,Male,Sales,Research Scientist,Married,2206,2,4,3,4,4,Yes,Non-Travel,7,2,4,0,3,4,No
56,Female,Research & Development,Healthcare Representative,Married,11006,2,1,4,2,4,No,Travel_Rarely,2,6,3,2,3,2,No
39,Female,Sales,Sales Representative,Married,6231,6,1,1,2,2,No,Travel_Rarely,6,2,4,1,4,3,No
43,Male,Research & Development,Sales Executive,Divorced,8342,6,4,3,3,1,No,Travel_Rarely,9,4,1,2,3,2,No
42,Female,Research & Development,Manufacturing Director,Single,10706,4,3,1,4,1,No,Non-Travel,7,7,1,3,3,5,No
34,Male,Research & Development,Research Scientist,Single,5946,9,2,4,1,1,Yes,Travel_Rarely,2,3,1,1,3,5,No
30,Female,Research & Development,Manager,Married,13846,3,3,1,3,2,Yes,Travel_Rarely,19,6,1,0,3,2,Yes
37,Male,Research & Development,Sales Executive,Single,14411,5,4,3,2,3,Yes,Travel_Frequently,8,6,4,1,3,5,No
42,Female,Research & Development,Sales Representative,Married,14876,8,4,3,4,2,No,Travel_Rarely,11,1,0,3,3,4,No
21,Female,Research & Development,Laboratory Technician,Single,18324,5,2,1,2,2,No,Travel_Frequently,25,7,2,1,3,1,No
27,Male,Research & Development,Sales Executive,Single,6682,5,3,3,2,4,Yes,Travel_Rarely,4,9,6,3,3,2,No
20,Female,Research & Development,Research Director,Married,15913,7,2,1,2,1,Yes,Travel_Frequently,16,9,5,1,4,4,Yes
58,Female,Research & Development,Sales Representative,Married,15445,4,1,3,3,1,No,Travel_Rarely,25,8,2,2,3,4,Yes
35,Female,Sales,Research Scientist,Single,7812,6,1,1,1,3,Yes,Travel_Rarely,18,5,1,0,3,4,Yes
53,Male,Sales,Sales Representative,Single,19147,5,1,1,1,3,No,Travel_Rarely,13,4,0,3,3,3,No
39,Male,Human Resources,Laboratory Technician,Single,8951,6,3,1,4,4,No,Travel_Rarely,27,0,3,2,4,2,No
51,Female,Human Resources,Human Resources,Married,5410,5,1,2,2,1,Yes,Travel_Rarely,5,0,0,3,3,2,No
25,Male,Research & Development,Research Director,Single,11684,5,2,3,1,3,Yes,Travel_Rarely,27,8,3,1,3,2,Yes
57,Female,Research & Development,Healthcare Representative,Married,8694,4,3,4,2,3,Yes,Travel_Rarely,2,3,2,3,4,1,No
36,Male,Sales,Sales Representative,Married,15267,4,2,1,4,1,No,Travel_Rarely,11,0,0,3,4,4,No
59,Male,Research & Development,Laboratory Technician,Married,18289,5,4,2,2,2,Yes,Travel_Rarely,1,9,0,0,3,2,No
58,Male,Human Resources,Sales Executive,Single,11673,3,3,4,1,3,No,Travel_Rarely,13,2,5,2,3,5,Yes
54,Female,Research & Development,Sales Executive,Married,14089,5,2,1,2,1,No,Travel_Rarely,5,5,2,1,3,3,No
23,Female,Research & Development,Research Scientist,Divorced,14008,7,2,4,1,3,Yes,Travel_Rarely,18,7,0,0,3,1,No
43,Male,Research & Development,Research Director,Married,12628,3,3,2,4,4,Yes,Travel_Rarely,14,9,3,3,3,3,No
51,Female,Research & Development,Sales Executive,Married,3937,0,4,4,2,3,No,Travel_Rarely,13,1,6,0,3,4,No
23,Male,Research & Development,Healthcare Representative,Married,3086,5,3,1,1,1,No,Non-Travel,7,7,0,3,3,5,Yes
54,Female,Research & Development,Human Resources,Single,17510,4,1,4,4,3,No,Travel_Rarely,8,0,3,1,4,4,No
50,Male,Research & Development,Human Resources,Married,13171,1,1,4,2,4,Yes,Travel_Rarely,18,1,1,3,3,2,Yes
39,Female,Sales,Research Scientist,Married,17745,5,4,1,4,4,Yes,Travel_Rarely,7,7,0,0,3,3,No
38,Male,Research & Development,Sales Representative,Married,8852,5,2,2,1,3,Yes,Travel_Frequently,20,6,3,0,3,5,No
23,Female,Research & Development,Sales Executive,Married,5454,3,2,2,2,3,No,Travel_Rarely,17,4,6,3,3,3,Yes
23,Male,Research & Development,Laboratory Technician,Married,17400,1,2,4,2,4,No,Travel_Frequently,16,9,2,2,3,1,No
21,Male,Research & Development,Manager,Single,10436,5,3,3,2,4,No,Travel_Rarely,11,1,1,0,3,5,No
47,Male,Research & Development,Human Resources,Single,8241,11,3,4,4,2,No,Travel_Frequently,19,8,0,2,3,1,No
28,Female,Research & Development,Research Scientist,Divorced,11467,5,4,3,4,2,Yes,Travel_Rarely,27,4,5,2,3,5,No
47,Male,Research & Development,Sales Representative,Divorced,13949,5,1,4,1,4,No,Travel_Rarely,28,7,3,2,3,2,Yes
48,Female,Human Resources,Manufacturing Director,Married,3598,7,2,2,3,3,No,Travel_Rarely,1,3,6,2,3,3,No
41,Male,Sales,Research Scientist,Divorced,11400,4,1,4,2,1,No,Non-Travel,21,8,5,0,3,3,Yes
26,Male,Human Resources,Laboratory Technician,Single,7295,1,3,4,2,3,No,Travel_Frequently,29,9,0,0,3,4,Yes
20,Male,Sales,Manager,Single,11700,5,3,3,1,3,No,Travel_Rarely,8,6,3,2,3,5,No
48,Female,Sales,Human Resources,Married,15473,7,3,2,2,2,No,Travel_Rarely,1,1,0,0,3,5,No
57,Female,Research & Development,Research Director,Single,12930,3,1,3,4,2,No,Travel_Rarely,9,2,1,2,3,1,No
54,Female,Research & Development,Human Resources,Married,17022,3,4,4,4,2,Yes,Travel_Rarely,19,1,6,2,3,5,Yes
53,Female,Sales,Manufacturing Director,Divorced,3100,9,4,1,2,4,No,Travel_Rarely,21,4,6,2,4,3,No
41,Male,Research & Development,Manufacturing Director,Married,11235,1,3,4,2,4,Yes,Travel_Rarely,9,1,1,3,4,5,No
48,Female,Research & Development,Human Resources,Married,6416,6,2,4,4,3,No,Non-Travel,21,4,0,1,3,4,No
23,Male,Sales,Research Director,Single,18193,6,1,3,2,3,Yes,Travel_Rarely,25,8,0,0,3,4,No
19,Female,Research & Development,Research Scientist,Single,12417,5,3,1,4,1,No,Travel_Rarely,10,1,4,0,3,3,No
37,Male,Research & Development,Research Director,Married,7552,4,1,1,3,3,No,Travel_Rarely,24,8,0,2,4,3,Yes
45,Female,Research & Development,Sales Executive,Married,11652,7,1,3,3,3,No,Non-Travel,23,6,6,3,3,3,No
28,Male,Research & Development,Human Resources,Married,8095,7,4,2,2,2,Yes,Travel_Frequently,11,6,0,3,3,5,Yes
21,Male,Research & Development,Human Resources,Divorced,19256,6,3,1,2,2,Yes,Travel_Rarely,1,4,5,0,3,5,No
32,Male,Human Resources,Research Director,Divorced,5025,5,4,1,2,2,No,Non-Travel,20,7,5,2,3,2,No
23,Male,Research & Development,Healthcare Representative,Single,3116,3,3,3,4,2,No,Travel_Frequently,25,6,1,0,3,1,Yes
47,Male,Research & Development,Healthcare Representative,Single,14137,5,1,2,3,2,No,Travel_Rarely,26,5,5,2,3,5,Yes
55,Female,Research & Development,Laboratory Technician,Married,8607,3,4,2,3,1,No,Travel_Rarely,8,1,0,2,3,2,No
19,Female,Research & Development,Healthcare Representative,Single,5483,1,1,4,1,1,No,Non-Travel,20,5,2,1,3,2,Yes
32,Male,Sales,Manufacturing Director,Married,9027,2,3,4,1,1,No,Travel_Rarely,12,1,0,2,3,4,No
28,Male,Sales,Sales Executive,Married,5073,6,2,3,2,2,No,Travel_Rarely,1,0,6,1,4,5,No
25,Male,Research & Development,Human Resources,Single,1945,4,4,2,4,4,No,Travel_Rarely,10,8,4,0,3,2,No
43,Female,Research & Development,Manufacturing Director,Married,6810,9,4,3,2,2,No,Travel_Rarely,4,4,3,0,3,4,No
22,Male,Sales,Laboratory Technician,Married,17835,4,1,4,3,2,Yes,Non-Travel,15,9,6,3,3,1,No
23,Male,Human Resources,Manager,Divorced,4840,6,1,3,2,1,Yes,Travel_Rarely,19,9,1,1,3,4,No
43,Male,Sales,Sales Executive,Single,11454,8,2,3,2,2,No,Travel_Rarely,6,3,5,0,3,1,No
21,Male,Sales,Healthcare Representative,Divorced,18666,5,4,1,3,1,Yes,Travel_Frequently,27,7,2,1,3,3,Yes
36,Male,Sales,Sales Representative,Married,19433,3,3,1,3,2,No,Travel_Rarely,5,4,6,0,3,3,No
37,Male,Research & Development,Research Scientist,Married,18814,4,3,1,3,3,No,Travel_Rarely,5,6,3,1,3,4,No
50,Male,Human Resources,Human Resources,Single,16796,3,4,4,3,4,No,Non-Travel,18,2,2,1,3,3,No
37,Male,Sales,Manager,Married,18136,6,4,3,1,4,No,Travel_Rarely,28,7,1,2,3,5,No
29,Male,Research & Development,Research Scientist,Married,10653,6,4,1,4,1,Yes,Travel_Rarely,3,7,5,0,3,4,No
18,Female,Sales,Research Director,Married,13495,9,2,1,4,3,Yes,Travel_Rarely,27,2,4,3,3,2,Yes
43,Male,Research & Development,Research Director,Married,4652,5,3,1,3,4,No,Travel_Rarely,22,8,6,2,3,5,Yes
31,Male,Sales,Sales Executive,Married,17814,5,3,4,4,1,Yes,Non-Travel,2,7,6,3,3,4,No
55,Male,Research & Development,Sales Executive,Divorced,2787,3,1,4,4,2,No,Travel_Rarely,4,0,6,1,3,1,No
54,Female,Research & Development,Sales Executive,Single,9422,8,1,3,4,2,No,Travel_Rarely,18,7,1,2,3,3,No
28,Female,Research & Development,Manufacturing Director,Married,10960,6,4,3,4,3,No,Travel_Rarely,9,3,2,1,4,3,No
53,Female,Sales,Manufacturing Director,Single,19284,5,1,3,3,4,No,Travel_Rarely,19,5,2,0,3,3,No
30,Male,Sales,Research Director,Married,8452,1,2,1,2,2,No,Travel_Frequently,26,9,1,0,3,4,No
60,Male,Research & Development,Sales Executive,Divorced,9221,3,3,2,2,1,No,Travel_Frequently,10,8,6,3,3,5,Yes
20,Male,Research & Development,Laboratory Technician,Married,2569,2,3,4,2,2,Yes,Non-Travel,22,4,0,0,4,1,No
50,Male,Human Resources,Sales Executive,Married,19527,7,1,1,1,2,No,Travel_Rarely,15,6,1,3,3,3,No
23,Male,Research & Development,Human Resources,Married,15914,2,4,1,4,4,No,Travel_Frequently,1,0,5,1,4,5,No
27,Female,Human Resources,Human Resources,Single,6158,2,1,3,3,4,No,Travel_Rarely,29,8,5,2,3,2,Yes
22,Female,Research & Development,Sales Representative,Married,13343,8,4,3,3,1,Yes,Travel_Frequently,11,5,4,0,3,2,No
40,Male,Research & Development,Research Director,Married,7499,3,2,1,1,3,Yes,Travel_Frequently,14,3,1,1,3,1,Yes
27,Male,Sales,Sales Executive,Divorced,19425,6,3,4,3,3,No,Travel_Rarely,10,5,3,2,3,3,No
19,Male,Research & Development,Healthcare Representative,Divorced,2925,6,2,4,2,2,No,Travel_Rarely,19,4,5,1,3,2,No
30,Male,Research & Development,Research Scientist,Married,12593,2,3,1,1,1,No,Travel_Rarely,24,2,5,3,3,5,No
57,Female,Research & Development,Sales Executive,Married,8564,5,2,2,3,3,No,Travel_Rarely,21,6,5,1,3,5,No
19,Male,Sales,Laboratory Technician,Married,14123,2,1,2,1,3,No,Non-Travel,16,2,0,3,3,2,No
37,Female,Research & Development,Sales Representative,Married,14831,2,2,4,1,2,Yes,Travel_Rarely,8,1,3,3,3,3,Yes
18,Male,Research & Development,Sales Executive,Married,15852,5,2,3,3,1,No,Travel_Rarely,2,3,6,0,3,1,No
54,Male,Research & Development,Research Scientist,Married,14440,4,1,2,2,3,No,Travel_Rarely,23,6,6,3,3,3,Yes
26,Male,Sales,Research Scientist,Divorced,9643,3,3,2,3,4,No,Travel_Frequently,25,4,1,3,4,4,No
34,Female,Research & Development,Manufacturing Director,Married,16010,5,3,3,4,4,No,Travel_Rarely,7,8,0,1,3,2,No
26,Male,Sales,Laboratory Technician,Married,18256,8,1,2,4,2,No,Travel_Rarely,19,9,5,3,3,4,Yes
28,Male,Human Resources,Laboratory Technician,Married,11906,7,2,1,3,2,No,Travel_Rarely,7,6,6,3,3,2,Yes
32,Male,Human Resources,Healthcare Representative,Married,6989,5,2,2,2,2,Yes,Travel_Rarely,15,8,3,1,3,1,Yes
41,Male,Research & Development,Laboratory Technician,Married,4272,6,2,3,4,2,No,Travel_Rarely,8,8,6,2,3,3,No
55,Male,Research & Development,Sales Representative,Married,18891,3,4,1,4,3,No,Travel_Frequently,14,1,3,0,4,3,No
52,Male,Research & Development,Healthcare Representative,Single,19988,5,3,2,3,1,No,Travel_Rarely,1,0,0,1,3,2,No
